表１
最小予備率時
9/16(月),44.2,13.4,13.4,13.4,13.4,13.4,3.9,3.9,3.9,8.4
9/17(火),36.4,2.9,2.9,2.9,2.9,1.0,1.0,-1.6,-1.6,7.3
9/18(水),43.6,3.2,3.2,3.2,3.2,-1.9,-1.9,0.5,0.5,25.6
9/19(木),41.3,11.8,11.8,11.8,11.8,4.3,4.3,9.0,9.0,14.1
9/20(金),43.5,17.1,17.1,17.1,17.1,10.9,10.9,15.1,15.1,15.1

表２
最小予備率時
9/16(月),88.8,22.5,64.7,22.5,22.5,22.5,13.1,13.1,13.1,34.3
9/17(火),78.6,9.6,38.3,9.6,9.6,8.9,8.9,4.9,4.9,37.7
9/18(水),87.9,9.0,48.9,9.0,9.0,7.8,7.8,8.5,8.5,57.7
9/19(木),85.0,20.0,52.5,20.0,20.0,14.7,14.7,16.6,16.6,46.6
9/20(金),87.9,25.5,60.1,25.5,25.5,21.8,21.8,24.6,24.6,45.7北陸9/12(木)に公表した公式の週間広域予備率(%),2024/9/12公表
東京,東北,北海道該当は

表1
■部分
沖縄,九州最小予備率
▲,1.9%,該当は

表1
□部分供給力提供準備通知
あり
四国,中国,関西,中部
中部,東京,東北,北海道追加起動可能な電源等の余力を考慮した想定予備率(%),2024/9/13広域機関試算
沖縄,九州,四国,中国,関西,北陸

