表１
最小予備率時
7/29(月),31.5,12.4,12.4,12.4,12.4,12.4,6.5,6.5,6.5,19.2
7/30(火),30.3,13.9,13.9,13.9,13.9,13.9,4.4,4.4,6.3,20.9
7/31(水),28.9,11.3,11.3,11.3,11.3,11.3,8.4,4.6,12.3,16.8
8/1(木),30.3,15.6,11.9,11.9,11.9,11.9,8.8,1.0,4.3,13.4
8/2(金),35.3,12.2,12.2,12.2,12.2,12.2,9.9,1.8,7.5,10.3

表２
最小予備率時
7/29(月),68.3,16.0,16.0,16.0,16.0,24.4,12.3,12.3,12.3,43.1
7/30(火),66.8,17.8,17.8,17.8,17.8,17.8,12.4,9.8,15.0,44.7
7/31(水),65.0,16.4,16.4,16.4,16.4,16.4,16.4,8.9,16.2,50.6
8/1(木),66.8,21.6,16.6,16.6,16.6,16.6,16.6,5.4,12.6,52.6
8/2(金),73.3,18.2,17.3,17.3,17.3,17.3,17.3,5.9,16.0,47.6北陸7/25(木)に公表した公式の週間広域予備率(%),2024/7/25公表最小予備率
1.0%,該当は

表1
□部分供給力提供準備通知
あり
東京,東北,北海道該当は

表1
■部分
沖縄,九州,四国,中国,関西,中部
中部,東京,東北,北海道追加起動可能な電源等の余力を考慮した想定予備率(%),2024/7/26広域機関試算
沖縄,九州,四国,中国,関西,北陸

